"Time","proxy-server-6c7d596b95-28skc / default / PKG","yolo-server-798f5c5578-ll75h / default / PKG","proxy-server-6c7d596b95-28skc / default / DRAM","yolo-server-798f5c5578-ll75h / default / DRAM","proxy-server-6c7d596b95-28skc / default / OTHER","yolo-server-798f5c5578-ll75h / default / OTHER","proxy-server-6c7d596b95-28skc / default / GPU","yolo-server-798f5c5578-ll75h / default / GPU"
2024-07-09 21:48:43,0.414,16.6,0,0,0,0,0,0
2024-07-09 21:48:44,0,0,0,0,0,0,0,0
2024-07-09 21:48:45,0,0,0,0,0,0,0,0
2024-07-09 21:48:46,0.465,14.5,0,0,0,0,0,0
2024-07-09 21:48:47,0,0,0,0,0,0,0,0
2024-07-09 21:48:48,0,0,0,0,0,0,0,0
2024-07-09 21:48:49,0.387,16.3,0,0,0,0,0,0
2024-07-09 21:48:50,0,0,0,0,0,0,0,0
2024-07-09 21:48:51,0,0,0,0,0,0,0,0
2024-07-09 21:48:52,0.411,13.1,0,0,0,0,0,0
2024-07-09 21:48:53,0,0,0,0,0,0,0,0
2024-07-09 21:48:54,0,0,0,0,0,0,0,0
2024-07-09 21:48:55,0.348,15.8,0,0,0,0,0,0
2024-07-09 21:48:56,0,0,0,0,0,0,0,0
2024-07-09 21:48:57,0,0,0,0,0,0,0,0
2024-07-09 21:48:58,0.411,18.0,0,0,0,0,0,0
2024-07-09 21:48:59,0,0,0,0,0,0,0,0
2024-07-09 21:49:00,0,0,0,0,0,0,0,0
2024-07-09 21:49:01,0.402,14.7,0,0,0,0,0,0
2024-07-09 21:49:02,0,0,0,0,0,0,0,0
2024-07-09 21:49:03,0,0,0,0,0,0,0,0
2024-07-09 21:49:04,0.387,15.8,0,0,0,0,0,0
2024-07-09 21:49:05,0,0,0,0,0,0,0,0
2024-07-09 21:49:06,0,0,0,0,0,0,0,0
