"Time","proxy-server-6c7d596b95-28skc / default / PKG","yolo-server-798f5c5578-ll75h / default / PKG","proxy-server-6c7d596b95-28skc / default / DRAM","yolo-server-798f5c5578-ll75h / default / DRAM","proxy-server-6c7d596b95-28skc / default / OTHER","yolo-server-798f5c5578-ll75h / default / OTHER","proxy-server-6c7d596b95-28skc / default / GPU","yolo-server-798f5c5578-ll75h / default / GPU"
2024-07-09 21:49:07,0.402,14.1,0,0,0,0,0,0
2024-07-09 21:49:08,0,0,0,0,0,0,0,0
2024-07-09 21:49:09,0,0,0,0,0,0,0,0
2024-07-09 21:49:10,0.417,16.4,0,0,0,0,0,0
2024-07-09 21:49:11,0,0,0,0,0,0,0,0
2024-07-09 21:49:12,0,0,0,0,0,0,0,0
2024-07-09 21:49:13,0.450,12.9,0,0,0,0,0,0
2024-07-09 21:49:14,0,0,0,0,0,0,0,0
2024-07-09 21:49:15,0,0,0,0,0,0,0,0
2024-07-09 21:49:16,0.381,14.7,0,0,0,0,0,0
2024-07-09 21:49:17,0,0,0,0,0,0,0,0
2024-07-09 21:49:18,0,0,0,0,0,0,0,0
2024-07-09 21:49:19,0.366,15.0,0,0,0,0,0,0
2024-07-09 21:49:20,0,0,0,0,0,0,0,0
2024-07-09 21:49:21,0,0,0,0,0,0,0,0
2024-07-09 21:49:22,0.381,14.8,0,0,0,0,0,0
2024-07-09 21:49:23,0,0,0,0,0,0,0,0
2024-07-09 21:49:24,0,0,0,0,0,0,0,0
2024-07-09 21:49:25,0.564,14.6,0,0,0,0,0,0
2024-07-09 21:49:26,0,0,0,0,0,0,0,0
2024-07-09 21:49:27,0,0,0,0,0,0,0,0
2024-07-09 21:49:28,0.441,12.1,0,0,0,0,0,0
2024-07-09 21:49:29,0,0,0,0,0,0,0,0
2024-07-09 21:49:30,0,0,0,0,0,0,0,0
2024-07-09 21:49:31,0.474,17.5,0,0,0,0,0,0
2024-07-09 21:49:32,0,0,0,0,0,0,0,0
2024-07-09 21:49:33,0,0,0,0,0,0,0,0
2024-07-09 21:49:34,0.432,16.0,0,0,0,0,0,0
2024-07-09 21:49:35,0,0,0,0,0,0,0,0
2024-07-09 21:49:36,0,0,0,0,0,0,0,0
2024-07-09 21:49:37,0.396,16.3,0,0,0,0,0,0
2024-07-09 21:49:38,0,0,0,0,0,0,0,0
2024-07-09 21:49:39,0,0,0,0,0,0,0,0
2024-07-09 21:49:40,0.471,16.0,0,0,0,0,0,0
2024-07-09 21:49:41,0,0,0,0,0,0,0,0
2024-07-09 21:49:42,0,0,0,0,0,0,0,0
2024-07-09 21:49:43,0.390,16.3,0,0,0,0,0,0
2024-07-09 21:49:44,0,0,0,0,0,0,0,0
2024-07-09 21:49:45,0,0,0,0,0,0,0,0
2024-07-09 21:49:46,0.444,13.8,0,0,0,0,0,0
2024-07-09 21:49:47,0,0,0,0,0,0,0,0
2024-07-09 21:49:48,0,0,0,0,0,0,0,0
2024-07-09 21:49:49,0.567,18.3,0,0,0,0,0,0
2024-07-09 21:49:50,0,0,0,0,0,0,0,0
2024-07-09 21:49:51,0,0,0,0,0,0,0,0
2024-07-09 21:49:52,0.399,13.0,0,0,0,0,0,0
2024-07-09 21:49:53,0,0,0,0,0,0,0,0
2024-07-09 21:49:54,0,0,0,0,0,0,0,0
2024-07-09 21:49:55,0.498,18.2,0,0,0,0,0,0
2024-07-09 21:49:56,0,0,0,0,0,0,0,0
2024-07-09 21:49:57,0,0,0,0,0,0,0,0
2024-07-09 21:49:58,0.381,14.6,0,0,0,0,0,0
2024-07-09 21:49:59,0,0,0,0,0,0,0,0
2024-07-09 21:50:00,0,0,0,0,0,0,0,0
2024-07-09 21:50:01,0.495,16.9,0,0,0,0,0,0
2024-07-09 21:50:02,0,0,0,0,0,0,0,0
2024-07-09 21:50:03,0,0,0,0,0,0,0,0
2024-07-09 21:50:04,0.381,13.4,0,0,0,0,0,0
2024-07-09 21:50:05,0,0,0,0,0,0,0,0
2024-07-09 21:50:06,0,0,0,0,0,0,0,0
2024-07-09 21:50:07,0.459,15.5,0,0,0,0,0,0
2024-07-09 21:50:08,0,0,0,0,0,0,0,0
2024-07-09 21:50:09,0,0,0,0,0,0,0,0
2024-07-09 21:50:10,0.456,16.3,0,0,0,0,0,0
2024-07-09 21:50:11,0,0,0,0,0,0,0,0
2024-07-09 21:50:12,0,0,0,0,0,0,0,0
2024-07-09 21:50:13,0.417,14.0,0,0,0,0,0,0
2024-07-09 21:50:14,0,0,0,0,0,0,0,0
2024-07-09 21:50:15,0,0,0,0,0,0,0,0
2024-07-09 21:50:16,0.546,18.3,0,0,0,0,0,0
2024-07-09 21:50:17,0,0,0,0,0,0,0,0
2024-07-09 21:50:18,0,0,0,0,0,0,0,0
2024-07-09 21:50:19,0.333,15.2,0,0,0,0,0,0
2024-07-09 21:50:20,0,0,0,0,0,0,0,0
2024-07-09 21:50:21,0,0,0,0,0,0,0,0
2024-07-09 21:50:22,0.432,18.8,0,0,0,0,0,0
2024-07-09 21:50:23,0,0,0,0,0,0,0,0
2024-07-09 21:50:24,0,0,0,0,0,0,0,0
2024-07-09 21:50:25,0.435,12.4,0,0,0,0,0,0
2024-07-09 21:50:26,0,0,0,0,0,0,0,0
2024-07-09 21:50:27,0,0,0,0,0,0,0,0
2024-07-09 21:50:28,0.444,13.8,0,0,0,0,0,0
2024-07-09 21:50:29,0,0,0,0,0,0,0,0
2024-07-09 21:50:30,0,0,0,0,0,0,0,0
2024-07-09 21:50:31,0.486,14.5,0,0,0,0,0,0
2024-07-09 21:50:32,0,0,0,0,0,0,0,0
2024-07-09 21:50:33,0,0,0,0,0,0,0,0
2024-07-09 21:50:34,0.348,15.1,0,0,0,0,0,0
2024-07-09 21:50:35,0,0,0,0,0,0,0,0
2024-07-09 21:50:36,0,0,0,0,0,0,0,0
2024-07-09 21:50:37,0.435,14.1,0,0,0,0,0,0
2024-07-09 21:50:38,0,0,0,0,0,0,0,0
2024-07-09 21:50:39,0,0,0,0,0,0,0,0
2024-07-09 21:50:40,0.417,18.8,0,0,0,0,0,0
2024-07-09 21:50:41,0,0,0,0,0,0,0,0
2024-07-09 21:50:42,0,0,0,0,0,0,0,0
2024-07-09 21:50:43,0.453,14.5,0,0,0,0,0,0
2024-07-09 21:50:44,0,0,0,0,0,0,0,0
2024-07-09 21:50:45,0,0,0,0,0,0,0,0
2024-07-09 21:50:46,0.420,15.0,0,0,0,0,0,0
2024-07-09 21:50:47,0,0,0,0,0,0,0,0
2024-07-09 21:50:48,0,0,0,0,0,0,0,0
2024-07-09 21:50:49,0.480,16.9,0,0,0,0,0,0
2024-07-09 21:50:50,0,0,0,0,0,0,0,0
2024-07-09 21:50:51,0,0,0,0,0,0,0,0
2024-07-09 21:50:52,0.426,16.1,0,0,0,0,0,0
2024-07-09 21:50:53,0,0,0,0,0,0,0,0
2024-07-09 21:50:54,0,0,0,0,0,0,0,0
2024-07-09 21:50:55,0.375,17.7,0,0,0,0,0,0
2024-07-09 21:50:56,0,0,0,0,0,0,0,0
2024-07-09 21:50:57,0,0,0,0,0,0,0,0
2024-07-09 21:50:58,0.387,15.6,0,0,0,0,0,0
2024-07-09 21:50:59,0,0,0,0,0,0,0,0
2024-07-09 21:51:00,0,0,0,0,0,0,0,0
2024-07-09 21:51:01,0.426,17.0,0,0,0,0,0,0
2024-07-09 21:51:02,0,0,0,0,0,0,0,0
2024-07-09 21:51:03,0,0,0,0,0,0,0,0
2024-07-09 21:51:04,0.438,16.3,0,0,0,0,0,0
2024-07-09 21:51:05,0,0,0,0,0,0,0,0
2024-07-09 21:51:06,0,0,0,0,0,0,0,0
2024-07-09 21:51:07,0.393,17.7,0,0,0,0,0,0
2024-07-09 21:51:08,0,0,0,0,0,0,0,0
2024-07-09 21:51:09,0,0,0,0,0,0,0,0
2024-07-09 21:51:10,0.471,11.8,0,0,0,0,0,0
2024-07-09 21:51:11,0,0,0,0,0,0,0,0
2024-07-09 21:51:12,0,0,0,0,0,0,0,0
2024-07-09 21:51:13,0.462,15.5,0,0,0,0,0,0
2024-07-09 21:51:14,0,0,0,0,0,0,0,0
2024-07-09 21:51:15,0,0,0,0,0,0,0,0
2024-07-09 21:51:16,0.426,14.1,0,0,0,0,0,0
2024-07-09 21:51:17,0,0,0,0,0,0,0,0
2024-07-09 21:51:18,0,0,0,0,0,0,0,0
2024-07-09 21:51:19,0.354,11.8,0,0,0,0,0,0
2024-07-09 21:51:20,0,0,0,0,0,0,0,0
2024-07-09 21:51:21,0,0,0,0,0,0,0,0
2024-07-09 21:51:22,0.420,17.3,0,0,0,0,0,0
2024-07-09 21:51:23,0,0,0,0,0,0,0,0
2024-07-09 21:51:24,0,0,0,0,0,0,0,0
2024-07-09 21:51:25,0.426,12.4,0,0,0,0,0,0
2024-07-09 21:51:26,0,0,0,0,0,0,0,0
2024-07-09 21:51:27,0,0,0,0,0,0,0,0
2024-07-09 21:51:28,0.441,15.6,0,0,0,0,0,0
2024-07-09 21:51:29,0,0,0,0,0,0,0,0
2024-07-09 21:51:30,0,0,0,0,0,0,0,0
2024-07-09 21:51:31,0.525,16.3,0,0,0,0,0,0
2024-07-09 21:51:32,0,0,0,0,0,0,0,0
2024-07-09 21:51:33,0,0,0,0,0,0,0,0
2024-07-09 21:51:34,0.480,14.4,0,0,0,0,0,0
2024-07-09 21:51:35,0,0,0,0,0,0,0,0
2024-07-09 21:51:36,0,0,0,0,0,0,0,0
2024-07-09 21:51:37,0.420,16.2,0,0,0,0,0,0
2024-07-09 21:51:38,0,0,0,0,0,0,0,0
2024-07-09 21:51:39,0,0,0,0,0,0,0,0
2024-07-09 21:51:40,0.522,13.8,0,0,0,0,0,0
2024-07-09 21:51:41,0,0,0,0,0,0,0,0
2024-07-09 21:51:42,0,0,0,0,0,0,0,0
2024-07-09 21:51:43,0.420,15.6,0,0,0,0,0,0
2024-07-09 21:51:44,0,0,0,0,0,0,0,0
2024-07-09 21:51:45,0,0,0,0,0,0,0,0
2024-07-09 21:51:46,0.543,13.6,0,0,0,0,0,0
2024-07-09 21:51:47,0,0,0,0,0,0,0,0
2024-07-09 21:51:48,0,0,0,0,0,0,0,0
2024-07-09 21:51:49,0.435,16.5,0,0,0,0,0,0
2024-07-09 21:51:50,0,0,0,0,0,0,0,0
2024-07-09 21:51:51,0,0,0,0,0,0,0,0
2024-07-09 21:51:52,0.405,18.3,0,0,0,0,0,0
2024-07-09 21:51:53,0,0,0,0,0,0,0,0
2024-07-09 21:51:54,0,0,0,0,0,0,0,0
2024-07-09 21:51:55,0.411,10.4,0,0,0,0,0,0
2024-07-09 21:51:56,0,0,0,0,0,0,0,0
2024-07-09 21:51:57,0,0,0,0,0,0,0,0
2024-07-09 21:51:58,0.366,14.5,0,0,0,0,0,0
2024-07-09 21:51:59,0,0,0,0,0,0,0,0
2024-07-09 21:52:00,0,0,0,0,0,0,0,0
2024-07-09 21:52:01,0.504,14.8,0,0,0,0,0,0
2024-07-09 21:52:02,0,0,0,0,0,0,0,0
2024-07-09 21:52:03,0,0,0,0,0,0,0,0
2024-07-09 21:52:04,0.408,11.7,0,0,0,0,0,0
2024-07-09 21:52:05,0,0,0,0,0,0,0,0
2024-07-09 21:52:06,0,0,0,0,0,0,0,0
2024-07-09 21:52:07,0.333,11.1,0,0,0,0,0,0
2024-07-09 21:52:08,0,0,0,0,0,0,0,0
2024-07-09 21:52:09,0,0,0,0,0,0,0,0
2024-07-09 21:52:10,0.450,14.9,0,0,0,0,0,0
2024-07-09 21:52:11,0,0,0,0,0,0,0,0
2024-07-09 21:52:12,0,0,0,0,0,0,0,0
2024-07-09 21:52:13,0.483,14.2,0,0,0,0,0,0
2024-07-09 21:52:14,0,0,0,0,0,0,0,0
2024-07-09 21:52:15,0,0,0,0,0,0,0,0
2024-07-09 21:52:16,0.417,14.4,0,0,0,0,0,0
2024-07-09 21:52:17,0,0,0,0,0,0,0,0
2024-07-09 21:52:18,0,0,0,0,0,0,0,0
2024-07-09 21:52:19,0.369,14.7,0,0,0,0,0,0
2024-07-09 21:52:20,0,0,0,0,0,0,0,0
2024-07-09 21:52:21,0,0,0,0,0,0,0,0
2024-07-09 21:52:22,0.411,12.4,0,0,0,0,0,0
2024-07-09 21:52:23,0,0,0,0,0,0,0,0
2024-07-09 21:52:24,0,0,0,0,0,0,0,0
2024-07-09 21:52:25,0.492,14.6,0,0,0,0,0,0
2024-07-09 21:52:26,0,0,0,0,0,0,0,0
2024-07-09 21:52:27,0,0,0,0,0,0,0,0
2024-07-09 21:52:28,0.468,12.2,0,0,0,0,0,0
2024-07-09 21:52:29,0,0,0,0,0,0,0,0
2024-07-09 21:52:30,0,0,0,0,0,0,0,0
2024-07-09 21:52:31,0.462,17.1,0,0,0,0,0,0
2024-07-09 21:52:32,0,0,0,0,0,0,0,0
2024-07-09 21:52:33,0,0,0,0,0,0,0,0
2024-07-09 21:52:34,0.441,14.3,0,0,0,0,0,0
2024-07-09 21:52:35,0,0,0,0,0,0,0,0
2024-07-09 21:52:36,0,0,0,0,0,0,0,0
2024-07-09 21:52:37,0,0,0,0,0,0,0,0
2024-07-09 21:52:38,0,0,0,0,0,0,0,0
2024-07-09 21:52:39,0,0,0,0,0,0,0,0
2024-07-09 21:52:40,0,0,0,0,0,0,0,0
2024-07-09 21:52:41,0,0,0,0,0,0,0,0
2024-07-09 21:52:42,0,0,0,0,0,0,0,0
2024-07-09 21:52:43,0,0,0,0,0,0,0,0
2024-07-09 21:52:44,0,0,0,0,0,0,0,0
2024-07-09 21:52:45,0,0,0,0,0,0,0,0
2024-07-09 21:52:46,0,0,0,0,0,0,0,0
2024-07-09 21:52:47,0,0,0,0,0,0,0,0
2024-07-09 21:52:48,0,0,0,0,0,0,0,0
2024-07-09 21:52:49,0,0,0,0,0,0,0,0
2024-07-09 21:52:50,0,0,0,0,0,0,0,0
2024-07-09 21:52:51,0,0,0,0,0,0,0,0
2024-07-09 21:52:52,0,0,0,0,0,0,0,0
2024-07-09 21:52:53,0,0,0,0,0,0,0,0
2024-07-09 21:52:54,0,0,0,0,0,0,0,0
2024-07-09 21:52:55,0,0,0,0,0,0,0,0
2024-07-09 21:52:56,0,0,0,0,0,0,0,0
2024-07-09 21:52:57,0,0,0,0,0,0,0,0
2024-07-09 21:52:58,0,0,0,0,0,0,0,0
2024-07-09 21:52:59,0,0,0,0,0,0,0,0
2024-07-09 21:53:00,0,0,0,0,0,0,0,0
2024-07-09 21:53:01,0,0.684,0,0,0,0,0,0
2024-07-09 21:53:02,0,0,0,0,0,0,0,0
2024-07-09 21:53:03,0,0,0,0,0,0,0,0
2024-07-09 21:53:04,0,0.525,0,0,0,0,0,0
2024-07-09 21:53:05,0,0,0,0,0,0,0,0
2024-07-09 21:53:06,0,0,0,0,0,0,0,0
2024-07-09 21:53:07,0,0.552,0,0,0,0,0,0
2024-07-09 21:53:08,0,0,0,0,0,0,0,0
2024-07-09 21:53:09,0,0,0,0,0,0,0,0
2024-07-09 21:53:10,0,0.612,0,0,0,0,0,0
2024-07-09 21:53:11,0,0,0,0,0,0,0,0
2024-07-09 21:53:12,0,0,0,0,0,0,0,0
2024-07-09 21:53:13,0,0.492,0,0,0,0,0,0
2024-07-09 21:53:14,0,0,0,0,0,0,0,0
2024-07-09 21:53:15,0,0,0,0,0,0,0,0
2024-07-09 21:53:16,0,0.729,0,0,0,0,0,0
2024-07-09 21:53:17,0,0,0,0,0,0,0,0
2024-07-09 21:53:18,0,0,0,0,0,0,0,0
2024-07-09 21:53:19,0,0.420,0,0,0,0,0,0
2024-07-09 21:53:20,0,0,0,0,0,0,0,0
2024-07-09 21:53:21,0,0,0,0,0,0,0,0
2024-07-09 21:53:22,0,0,0,0,0,0,0,0
2024-07-09 21:53:23,0,0,0,0,0,0,0,0
2024-07-09 21:53:24,0,0,0,0,0,0,0,0
2024-07-09 21:53:25,0,0,0,0,0,0,0,0
2024-07-09 21:53:26,0,0,0,0,0,0,0,0
2024-07-09 21:53:27,0,0,0,0,0,0,0,0
2024-07-09 21:53:28,0,0,0,0,0,0,0,0
2024-07-09 21:53:29,0,0,0,0,0,0,0,0
2024-07-09 21:53:30,0,0,0,0,0,0,0,0
2024-07-09 21:53:31,0,0,0,0,0,0,0,0
2024-07-09 21:53:32,0,0,0,0,0,0,0,0
2024-07-09 21:53:33,0,0,0,0,0,0,0,0
2024-07-09 21:53:34,0.438,0,0,0,0,0,0,0
2024-07-09 21:53:35,0,0,0,0,0,0,0,0
2024-07-09 21:53:36,0,0,0,0,0,0,0,0
2024-07-09 21:53:37,0.492,25.6,0,0,0,0,0,0
2024-07-09 21:53:38,0,0,0,0,0,0,0,0
2024-07-09 21:53:39,0,0,0,0,0,0,0,0
2024-07-09 21:53:40,0.495,26.1,0,0,0,0,0,0
2024-07-09 21:53:41,0,0,0,0,0,0,0,0
2024-07-09 21:53:42,0,0,0,0,0,0,0,0
2024-07-09 21:53:43,0.501,28.6,0,0,0,0,0,0
2024-07-09 21:53:44,0,0,0,0,0,0,0,0
2024-07-09 21:53:45,0,0,0,0,0,0,0,0
2024-07-09 21:53:46,0.540,28.9,0,0,0,0,0,0
2024-07-09 21:53:47,0,0,0,0,0,0,0,0
2024-07-09 21:53:48,0,0,0,0,0,0,0,0
2024-07-09 21:53:49,0.456,32.3,0,0,0,0,0,0
2024-07-09 21:53:50,0,0,0,0,0,0,0,0
2024-07-09 21:53:51,0,0,0,0,0,0,0,0
2024-07-09 21:53:52,0.471,29.1,0,0,0,0,0,0
2024-07-09 21:53:53,0,0,0,0,0,0,0,0
2024-07-09 21:53:54,0,0,0,0,0,0,0,0
2024-07-09 21:53:55,0.402,27.6,0,0,0,0,0,0
2024-07-09 21:53:56,0,0,0,0,0,0,0,0
2024-07-09 21:53:57,0,0,0,0,0,0,0,0
2024-07-09 21:53:58,0.453,26.9,0,0,0,0,0,0
2024-07-09 21:53:59,0,0,0,0,0,0,0,0
2024-07-09 21:54:00,0,0,0,0,0,0,0,0
2024-07-09 21:54:01,0.441,26.8,0,0,0,0,0,0
2024-07-09 21:54:02,0,0,0,0,0,0,0,0
2024-07-09 21:54:03,0,0,0,0,0,0,0,0
2024-07-09 21:54:04,0.453,28.2,0,0,0,0,0,0
2024-07-09 21:54:05,0,0,0,0,0,0,0,0
2024-07-09 21:54:06,0,0,0,0,0,0,0,0
2024-07-09 21:54:07,0.507,27.1,0,0,0,0,0,0
2024-07-09 21:54:08,0,0,0,0,0,0,0,0
2024-07-09 21:54:09,0,0,0,0,0,0,0,0
2024-07-09 21:54:10,0.477,26.0,0,0,0,0,0,0
2024-07-09 21:54:11,0,0,0,0,0,0,0,0
2024-07-09 21:54:12,0,0,0,0,0,0,0,0
2024-07-09 21:54:13,0.507,27.0,0,0,0,0,0,0
2024-07-09 21:54:14,0,0,0,0,0,0,0,0
2024-07-09 21:54:15,0,0,0,0,0,0,0,0
2024-07-09 21:54:16,0.510,24.4,0,0,0,0,0,0
2024-07-09 21:54:17,0,0,0,0,0,0,0,0
2024-07-09 21:54:18,0,0,0,0,0,0,0,0
2024-07-09 21:54:19,0.414,24.5,0,0,0,0,0,0
2024-07-09 21:54:20,0,0,0,0,0,0,0,0
2024-07-09 21:54:21,0,0,0,0,0,0,0,0
2024-07-09 21:54:22,0.486,24.7,0,0,0,0,0,0
2024-07-09 21:54:23,0,0,0,0,0,0,0,0
2024-07-09 21:54:24,0,0,0,0,0,0,0,0
2024-07-09 21:54:25,0.558,25.8,0,0,0,0,0,0
2024-07-09 21:54:26,0,0,0,0,0,0,0,0
2024-07-09 21:54:27,0,0,0,0,0,0,0,0
2024-07-09 21:54:28,0.498,26.7,0,0,0,0,0,0
2024-07-09 21:54:29,0,0,0,0,0,0,0,0
2024-07-09 21:54:30,0,0,0,0,0,0,0,0
2024-07-09 21:54:31,0.537,28.0,0,0,0,0,0,0
2024-07-09 21:54:32,0,0,0,0,0,0,0,0
2024-07-09 21:54:33,0,0,0,0,0,0,0,0
2024-07-09 21:54:34,0.495,31.6,0,0,0,0,0,0
2024-07-09 21:54:35,0,0,0,0,0,0,0,0
2024-07-09 21:54:36,0,0,0,0,0,0,0,0
2024-07-09 21:54:37,0.453,25.6,0,0,0,0,0,0
2024-07-09 21:54:38,0,0,0,0,0,0,0,0
2024-07-09 21:54:39,0,0,0,0,0,0,0,0
2024-07-09 21:54:40,0.531,28.8,0,0,0,0,0,0
2024-07-09 21:54:41,0,0,0,0,0,0,0,0
2024-07-09 21:54:42,0,0,0,0,0,0,0,0
2024-07-09 21:54:43,0.465,31.2,0,0,0,0,0,0
2024-07-09 21:54:44,0,0,0,0,0,0,0,0
2024-07-09 21:54:45,0,0,0,0,0,0,0,0
2024-07-09 21:54:46,0.492,26.9,0,0,0,0,0,0
2024-07-09 21:54:47,0,0,0,0,0,0,0,0
2024-07-09 21:54:48,0,0,0,0,0,0,0,0
2024-07-09 21:54:49,0.462,30.1,0,0,0,0,0,0
2024-07-09 21:54:50,0,0,0,0,0,0,0,0
2024-07-09 21:54:51,0,0,0,0,0,0,0,0
2024-07-09 21:54:52,0.501,31.3,0,0,0,0,0,0
2024-07-09 21:54:53,0,0,0,0,0,0,0,0
2024-07-09 21:54:54,0,0,0,0,0,0,0,0
2024-07-09 21:54:55,0.453,26.1,0,0,0,0,0,0
2024-07-09 21:54:56,0,0,0,0,0,0,0,0
2024-07-09 21:54:57,0,0,0,0,0,0,0,0
2024-07-09 21:54:58,0.420,26.4,0,0,0,0,0,0
2024-07-09 21:54:59,0,0,0,0,0,0,0,0
2024-07-09 21:55:00,0,0,0,0,0,0,0,0
2024-07-09 21:55:01,0.546,30.4,0,0,0,0,0,0
2024-07-09 21:55:02,0,0,0,0,0,0,0,0
2024-07-09 21:55:03,0,0,0,0,0,0,0,0
2024-07-09 21:55:04,0.390,29.7,0,0,0,0,0,0
2024-07-09 21:55:05,0,0,0,0,0,0,0,0
2024-07-09 21:55:06,0,0,0,0,0,0,0,0
2024-07-09 21:55:07,0.525,26.3,0,0,0,0,0,0
2024-07-09 21:55:08,0,0,0,0,0,0,0,0
2024-07-09 21:55:09,0,0,0,0,0,0,0,0
2024-07-09 21:55:10,0.441,28.2,0,0,0,0,0,0
2024-07-09 21:55:11,0,0,0,0,0,0,0,0
2024-07-09 21:55:12,0,0,0,0,0,0,0,0
2024-07-09 21:55:13,0.513,24.0,0,0,0,0,0,0
2024-07-09 21:55:14,0,0,0,0,0,0,0,0
2024-07-09 21:55:15,0,0,0,0,0,0,0,0
2024-07-09 21:55:16,0.546,28.5,0,0,0,0,0,0
2024-07-09 21:55:17,0,0,0,0,0,0,0,0
2024-07-09 21:55:18,0,0,0,0,0,0,0,0
2024-07-09 21:55:19,0.339,24.4,0,0,0,0,0,0
2024-07-09 21:55:20,0,0,0,0,0,0,0,0
2024-07-09 21:55:21,0,0,0,0,0,0,0,0
2024-07-09 21:55:22,0.459,26.4,0,0,0,0,0,0
2024-07-09 21:55:23,0,0,0,0,0,0,0,0
2024-07-09 21:55:24,0,0,0,0,0,0,0,0
2024-07-09 21:55:25,0.483,29.8,0,0,0,0,0,0
2024-07-09 21:55:26,0,0,0,0,0,0,0,0
2024-07-09 21:55:27,0,0,0,0,0,0,0,0
2024-07-09 21:55:28,0.474,27.7,0,0,0,0,0,0
2024-07-09 21:55:29,0,0,0,0,0,0,0,0
2024-07-09 21:55:30,0,0,0,0,0,0,0,0
2024-07-09 21:55:31,0.450,27.9,0,0,0,0,0,0
2024-07-09 21:55:32,0,0,0,0,0,0,0,0
2024-07-09 21:55:33,0,0,0,0,0,0,0,0
2024-07-09 21:55:34,0.381,25.6,0,0,0,0,0,0
2024-07-09 21:55:35,0,0,0,0,0,0,0,0
2024-07-09 21:55:36,0,0,0,0,0,0,0,0
2024-07-09 21:55:37,0.468,28.8,0,0,0,0,0,0
2024-07-09 21:55:38,0,0,0,0,0,0,0,0
2024-07-09 21:55:39,0,0,0,0,0,0,0,0
2024-07-09 21:55:40,0.426,30.9,0,0,0,0,0,0
2024-07-09 21:55:41,0,0,0,0,0,0,0,0
2024-07-09 21:55:42,0,0,0,0,0,0,0,0
2024-07-09 21:55:43,0.501,28.2,0,0,0,0,0,0
2024-07-09 21:55:44,0,0,0,0,0,0,0,0
2024-07-09 21:55:45,0,0,0,0,0,0,0,0
2024-07-09 21:55:46,0.456,27.7,0,0,0,0,0,0
2024-07-09 21:55:47,0,0,0,0,0,0,0,0
2024-07-09 21:55:48,0,0,0,0,0,0,0,0
2024-07-09 21:55:49,0.444,26.6,0,0,0,0,0,0
2024-07-09 21:55:50,0,0,0,0,0,0,0,0
2024-07-09 21:55:51,0,0,0,0,0,0,0,0
2024-07-09 21:55:52,0.420,24.8,0,0,0,0,0,0
2024-07-09 21:55:53,0,0,0,0,0,0,0,0
2024-07-09 21:55:54,0,0,0,0,0,0,0,0
2024-07-09 21:55:55,0.495,27.5,0,0,0,0,0,0
2024-07-09 21:55:56,0,0,0,0,0,0,0,0
2024-07-09 21:55:57,0,0,0,0,0,0,0,0
2024-07-09 21:55:58,0.387,28.0,0,0,0,0,0,0
2024-07-09 21:55:59,0,0,0,0,0,0,0,0
2024-07-09 21:56:00,0,0,0,0,0,0,0,0
2024-07-09 21:56:01,0.489,28.6,0,0,0,0,0,0
2024-07-09 21:56:02,0,0,0,0,0,0,0,0
2024-07-09 21:56:03,0,0,0,0,0,0,0,0
2024-07-09 21:56:04,0.480,32.4,0,0,0,0,0,0
2024-07-09 21:56:05,0,0,0,0,0,0,0,0
2024-07-09 21:56:06,0,0,0,0,0,0,0,0
2024-07-09 21:56:07,0.432,26.5,0,0,0,0,0,0
2024-07-09 21:56:08,0,0,0,0,0,0,0,0
2024-07-09 21:56:09,0,0,0,0,0,0,0,0
2024-07-09 21:56:10,0.492,29.4,0,0,0,0,0,0
2024-07-09 21:56:11,0,0,0,0,0,0,0,0
2024-07-09 21:56:12,0,0,0,0,0,0,0,0
2024-07-09 21:56:13,0.420,26.3,0,0,0,0,0,0
2024-07-09 21:56:14,0,0,0,0,0,0,0,0
2024-07-09 21:56:15,0,0,0,0,0,0,0,0
2024-07-09 21:56:16,0.510,25.5,0,0,0,0,0,0
2024-07-09 21:56:17,0,0,0,0,0,0,0,0
2024-07-09 21:56:18,0,0,0,0,0,0,0,0
2024-07-09 21:56:19,0.345,28.1,0,0,0,0,0,0
2024-07-09 21:56:20,0,0,0,0,0,0,0,0
2024-07-09 21:56:21,0,0,0,0,0,0,0,0
2024-07-09 21:56:22,0.429,29.6,0,0,0,0,0,0
2024-07-09 21:56:23,0,0,0,0,0,0,0,0
2024-07-09 21:56:24,0,0,0,0,0,0,0,0
2024-07-09 21:56:25,0.438,26.4,0,0,0,0,0,0
2024-07-09 21:56:26,0,0,0,0,0,0,0,0
2024-07-09 21:56:27,0,0,0,0,0,0,0,0
2024-07-09 21:56:28,0.408,30.4,0,0,0,0,0,0
2024-07-09 21:56:29,0,0,0,0,0,0,0,0
2024-07-09 21:56:30,0,0,0,0,0,0,0,0
2024-07-09 21:56:31,0.384,29.4,0,0,0,0,0,0
2024-07-09 21:56:32,0,0,0,0,0,0,0,0
2024-07-09 21:56:33,0,0,0,0,0,0,0,0
2024-07-09 21:56:34,0.414,30.8,0,0,0,0,0,0
2024-07-09 21:56:35,0,0,0,0,0,0,0,0
2024-07-09 21:56:36,0,0,0,0,0,0,0,0
2024-07-09 21:56:37,0.408,29.1,0,0,0,0,0,0
2024-07-09 21:56:38,0,0,0,0,0,0,0,0
2024-07-09 21:56:39,0,0,0,0,0,0,0,0
2024-07-09 21:56:40,0.399,28.3,0,0,0,0,0,0
2024-07-09 21:56:41,0,0,0,0,0,0,0,0
2024-07-09 21:56:42,0,0,0,0,0,0,0,0
